GroupName, GroupOrder, E(G)value, E(G)value_decimal
S401,802,53734/267,201.25093632958803
S402,804,93686/803,116.66998754669987
S403,806,20996/115,182.57391304347826
S404,808,37306/269,138.68401486988847
S405,810,104150/809,128.73918417799752
S406,812,105688/811,130.31812577065352
S407,814,49592/271,182.99630996309963
S408,816,82988/815,101.82576687116564
S409,818,167690/817,205.25091799265607
S410,820,1654/13,127.23076923076923
S411,822,131252/821,159.86845310596834
S412,824,116400/823,141.43377885783718
S413,826,49338/275,179.41090909090909
S414,828,93608/827,113.18984280532044
S415,830,143776/829,173.43305186972256
S416,832,108062/831,130.03850782190133
S417,834,19302/119,162.20168067226891
S418,836,115054/835,137.78922155688622
S419,838,58660/279,210.25089605734766
S420,840,70370/839,83.873659117997619
S421,842,177662/841,211.25089179548158
S422,844,44592/281,158.69039145907473
S423,846,132788/845,157.14556213017752
S424,848,119398/847,140.96576151121604
S425,850,47694/283,168.53003533568904
S426,852,105242/851,123.66862514688601
S427,854,158276/853,185.55216881594373
S428,856,2204/15,146.93333333333334
S429,858,122846/857,143.34422403733956
S430,860,114700/859,133.52735739231665
S431,862,62064/287,216.25087108013938
S432,864,94400/863,109.38586326767091
S433,866,187922/865,217.25086705202312
S434,868,40322/289,139.52249134948096
S435,870,120380/869,138.5270425776755
S436,872,130374/871,149.68312284730195
S437,874,58258/291,200.19931271477662
S438,876,15896/125,127.16800000000001
S439,878,193160/877,220.2508551881414
S440,880,33704/293,115.03071672354949
S441,882,129042/881,146.472190692395
S442,884,129466/883,146.62061155152887
S443,886,65564/295,222.25084745762712
S444,888,103528/887,116.71702367531003
S445,890,23626/127,186.03149606299212
S446,892,49804/297,167.69023569023568
S447,894,155264/893,173.86786114221724
S448,896,118328/895,132.21005586592179
S449,898,67350/299,225.25083612040135
S450,900,96242/899,107.05450500556174
S451,902,183052/901,203.165371809101
S452,904,46710/301,155.18272425249168
S453,906,159462/905,176.2011049723757
S454,908,154816/907,170.69018743109152
S455,910,47560/303,156.96369636963698
S456,912,104154/911,114.32930845225027
S457,914,209306/913,229.25082146768895
S458,916,52518/305,172.19016393442624
S459,918,21464/131,163.84732824427482
S460,920,118036/919,128.43960826985855
S461,922,70994/307,231.25081433224756
S462,924,101156/923,109.59479956663056
S463,926,214832/925,232.2508108108108
S464,928,15550/103,150.97087378640776
S465,930,137786/929,148.31646932185146
S466,932,163102/931,175.19011815252418
S467,934,72852/311,234.2508038585209
S468,936,9662/85,113.67058823529412
S469,938,191126/937,203.97652081109925
S470,940,45736/313,146.12140575079871
S471,942,172392/941,183.20085015940489
S472,944,148132/943,157.08589607635207
S473,946,67174/315,213.25079365079364
S474,948,130370/947,137.6663146779303
S475,950,179652/949,189.30663856691254
S476,952,43360/317,136.78233438485805
S477,954,169130/953,177.47114375655823
S478,956,171604/955,179.69005235602094
S479,958,76640/319,240.25078369905955
S480,960,14480/137,105.69343065693431
S481,962,6782/31,218.7741935483871
S482,964,58162/321,181.19003115264798
S483,966,153572/965,159.1419689119171
S484,968,148598/967,153.66907962771458
S485,970,65514/323,202.82972136222909
S486,972,133832/971,137.8290422245108
S487,974,237656/973,244.25077081192188
S488,976,158398/975,162.45948717948718
S489,978,185826/977,190.20061412487206
S490,980,12122/89,136.20224719101122
S491,982,80524/327,246.25076452599387
S492,984,127340/983,129.54221770091556
S493,986,222934/985,226.3289340101523
S494,988,7740/47,164.68085106382978
S495,990,143180/989,144.77249747219415
S496,992,160192/991,161.64682139253279
S497,994,71582/331,216.25981873111783
S498,996,143942/995,144.66532663316582
S499,998,249500/997,250.25075225677031
S500,1000,144230/999,144.37437437437438
