GroupName, GroupOrder, E(G)value, E(G)value_decimal
S1280,2560,306690/853,359.54279015240326
S1281,2562,1104522/2561,431.28543537680594
S1282,2564,1233286/2563,481.1884510339446
S1283,2566,549124/855,642.25029239766081
S1284,2568,875978/2567,341.24581223217763
S1285,2570,197746/367,538.81743869209811
S1286,2572,413664/857,482.68844807467912
S1287,2574,1065620/2573,414.15468324912553
S1288,2576,940018/2575,365.05553398058254
S1289,2578,554270/859,645.25029103608847
S1290,2580,799466/2579,309.99069406746798
S1291,2582,1667972/2581,646.25029058504458
S1292,2584,49172/123,399.77235772357722
S1293,2586,1299902/2585,502.86344294003868
S1294,2588,96652/199,485.6884422110553
S1295,2590,402096/863,465.92815758980299
S1296,2592,844082/2591,325.7746043998456
S1297,2594,1683506/2593,649.25028924026219
S1298,2596,380818/865,440.25202312138731
S1299,2598,187428/371,505.19676549865227
S1300,2600,902366/2599,347.19738360908042
S1301,2602,564634/867,651.25028835063438
S1302,2604,44384/137,323.97080291970804
S1303,2606,1699112/2605,652.25028790786951
S1304,2608,1138108/2607,436.55849635596473
S1305,2610,1044062/2609,400.1770793407436
S1306,2612,1279882/2611,490.18843355036387
S1307,2614,569852/871,654.25028702640645
S1308,2616,909136/2615,347.66195028680687
S1309,2618,1305646/2617,498.90943828811618
S1310,2620,39836/97,410.68041237113403
S1311,2622,1219928/2621,465.44372376955363
S1312,2624,1123426/2623,428.29813191002671
S1313,2626,75642/125,605.13599999999997
S1314,2628,964658/2627,367.20898363151883
S1315,2630,1449676/2629,551.41726892354507
S1316,2632,341910/877,389.86316989737742
S1317,2634,1348614/2633,512.19673376376761
S1318,2636,1303504/2635,494.68842504743833
S1319,2638,580360/879,660.25028441410689
S1320,2640,100610/377,266.87002652519897
S1321,2642,1746362/2641,661.25028398333961
S1322,2644,437142/881,496.18842224744606
S1323,2646,1151892/2645,435.49792060491495
S1324,2648,1204188/2647,454.92557612391386
S1325,2650,479682/883,543.24122310305779
S1326,2652,902732/2651,340.52508487363258
S1327,2654,1762256/2653,664.25028269883148
S1328,2656,129628/295,439.41694915254237
S1329,2658,1373306/2657,516.8633797515995
S1330,2660,931846/2659,350.44979315532157
S1331,2662,1626592/2661,611.27095077038712
S1332,2664,897106/2663,336.8779571911378
S1333,2666,129614/205,632.26341463414633
S1334,2668,413080/889,464.65691788526436
S1335,2670,1154120/2669,432.41663544398654
S1336,2672,1194760/2671,447.30812429801574
S1337,2674,521062/891,584.80583613916951
S1338,2676,1042322/2675,389.65308411214954
S1339,2678,1652276/2677,617.21180425849832
S1340,2680,341464/893,382.37849944008957
S1341,2682,1347914/2681,502.76538604998137
S1342,2684,1221796/2683,455.38427133805442
S1343,2686,561728/895,627.62905027932959
S1344,2688,824718/2687,306.92891700781541
S1345,2690,1516642/2689,564.01710673112677
S1346,2692,34858/69,505.18840579710144
S1347,2694,1410764/2693,523.86334942443375
S1348,2696,113478/245,463.17551020408166
S1349,2698,569250/899,633.20355951056729
S1350,2700,857660/2699,317.76954427565767
S1351,2702,1596152/2701,590.94853757867452
S1352,2704,1143106/2703,422.90270070292269
S1353,2706,1277762/2705,472.37042513863219
S1354,2708,1375666/2707,508.18840044329517
S1355,2710,73300/129,568.21705426356584
S1356,2712,977300/2711,360.49428255256362
S1357,2714,1738174/2713,640.6833763361592
S1358,2716,401364/905,443.49613259668507
S1359,2718,1384428/2717,509.54287817445714
S1360,2720,983062/2719,361.55277675616037
S1361,2722,617894/907,681.25027563395815
S1362,2724,154298/389,396.65295629820054
S1363,2726,1761244/2725,646.32807339449539
S1364,2728,379826/909,417.85038503850387
S1365,2730,995126/2729,364.64858922682299
S1366,2732,1400152/2731,512.68839253020872
S1367,2734,623352/911,684.25027442371015
S1368,2736,902424/2735,329.95393053016454
S1369,2738,1827578/2737,667.73036170990133
S1370,2740,392206/913,429.57940854326398
S1371,2742,1461492/2741,533.19664356074429
S1372,2744,1135116/2743,413.82282172803502
S1373,2746,628834/915,687.25027322404367
S1374,2748,1099220/2747,400.15289406625408
S1375,2750,1448080/2749,526.76609676245903
S1376,2752,1236932/2751,449.62995274445655
S1377,2754,1346186/2753,488.98873955684707
S1378,2756,1301302/2755,472.34192377495464
S1379,2758,554372/919,603.23394994559305
S1380,2760,822578/2759,298.14353026458861
S1381,2762,1908542/2761,691.25027164070991
S1382,2764,477712/921,518.68838219326824
S1383,2766,212456/395,537.86329113924046
S1384,2768,1282318/2767,463.43259848211056
S1385,2770,41238/71,580.81690140845069
S1386,2772,876230/2771,316.21436304583182
S1387,2774,1805924/2773,651.2527948070682
S1388,2776,441156/925,476.9254054054054
S1389,2778,1500126/2777,540.19661505221461
S1390,2780,173044/397,435.87909319899245
S1391,2782,594544/927,641.36353829557709
S1392,2784,975944/2783,350.68056054617318
S1393,2786,1697114/2785,609.3766606822262
S1394,2788,448922/929,483.23143164693221
S1395,2790,1195400/2789,428.61240588024384
S1396,2792,1338774/2791,479.67538516660693
S1397,2794,593042/931,636.99462943071967
S1398,2796,1137992/2795,407.15277280858675
S1399,2798,1958600/2797,700.2502681444405
S1400,2800,966128/2799,345.16898892461592
S1401,2802,1526162/2801,544.86326312031417
S1402,2804,1474906/2803,526.18836960399574
S1403,2806,619644/935,662.72085561497329
S1404,2808,947476/2807,337.54043462771642
S1405,2810,1655110/2809,589.2168031327875
S1406,2812,458156/937,488.96051227321237
S1407,2814,1334136/2813,474.27515108425166
S1408,2816,1215268/2815,431.71154529307285
S1409,2818,662230/939,705.25026624068153
S1410,2820,956702/2819,339.3763746009223
S1411,2822,20452/31,659.74193548387098
S1412,2824,456550/941,485.17534537725822
S1413,2826,1496898/2825,529.87539823008854
S1414,2828,1305856/2827,461.92288645206935
S1415,2830,559592/943,593.41675503711554
S1416,2832,1033154/2831,364.94312963617097
S1417,2834,1851194/2833,653.43946346629014
S1418,2836,502918/945,532.18835978835978
S1419,2838,1406876/2837,495.90271413464927
S1420,2840,1151140/2839,405.47375836562168
S1421,2842,570318/947,602.23653643083424
S1422,2844,1130672/2843,397.70383397819205
S1423,2846,2026352/2845,712.25026362038659
S1424,2848,447430/949,471.47523709167547
S1425,2850,179110/407,440.07371007371006
S1426,2852,1418902/2851,497.68572430726061
S1427,2854,679252/951,714.25026288117772
S1428,2856,906758/2855,317.60350262697023
S1429,2858,2043470/2857,715.25026251312568
S1430,2860,366920/953,385.01573976915006
S1431,2862,1510940/2861,528.11604334148899
S1432,2864,1372972/2863,479.55710792874606
S1433,2866,684974/955,717.25026178010467
S1434,2868,1197410/2867,417.65259853505404
S1435,2870,1484692/2869,517.49459742070405
S1436,2872,42928/87,493.42528735632186
S1437,2874,1605614/2873,558.86320918900105
S1438,2876,1551604/2875,539.68834782608701
S1439,2878,690720/959,720.25026068821694
S1440,2880,877802/2879,304.89822855158042
S1441,2882,1893322/2881,657.17528635890312
S1442,2884,452762/961,471.1363163371488
S1443,2886,1467852/2885,508.78752166377814
S1444,2888,1364742/2887,472.7197783165916
S1445,2890,553130/963,574.38213914849428
S1446,2892,24848/59,421.15254237288133
S1447,2894,2095256/2893,724.25025924645695
S1448,2896,1403878/2895,484.93195164075991
S1449,2898,1332758/2897,460.04763548498448
S1450,2900,1273618/2899,439.33011383235601
S1451,2902,702284/967,726.25025853154079
S1452,2904,1036320/2903,356.98243196693073
S1453,2906,2112662/2905,727.25025817555934
S1454,2908,528772/969,545.68833849329201
S1455,2910,1371920/2909,471.61223788243382
S1456,2912,1157332/2911,397.57196839574027
S1457,2914,672222/971,692.29866117404742
S1458,2916,1198658/2915,411.20343053173241
S1459,2918,2130140/2917,730.2502571134728
S1460,2920,57966/139,417.02158273381298
S1461,2922,1659702/2921,568.19650804519006
S1462,2924,1482856/2923,507.30619226821756
S1463,2926,546688/975,560.70564102564106
S1464,2928,1104888/2927,377.48138025281861
S1465,2930,1799626/2929,614.4165244110618
S1466,2932,537534/977,550.1883316274309
S1467,2934,1613760/2933,550.20797817933851
S1468,2936,1480488/2935,504.4252129471891
S1469,2938,663362/979,677.59141981613891
S1470,2940,929480/2939,316.25723035045934
S1471,2942,2165312/2941,736.25025501530092
S1472,2944,462520/981,471.47808358817531
S1473,2946,54422/95,572.86315789473679
S1474,2948,1475806/2947,500.78249066847644
S1475,2950,595444/983,605.74160732451674
S1476,2952,1104062/2951,374.13148085394783
S1477,2954,1908326/2953,646.2329834067051
S1478,2956,546368/985,554.68832487309646
S1479,2958,1556600/2957,526.41190395671288
S1480,2960,1206658/2959,407.79249746535993
S1481,2962,731614/987,741.25025329280652
S1482,2964,1133834/2963,382.66419169760377
S1483,2966,2200772/2965,742.25025295109617
S1484,2968,10132/23,440.52173913043481
S1485,2970,1278026/2969,430.45671943415289
S1486,2972,1656892/2971,557.68832043083137
S1487,2974,737552/991,744.25025227043386
S1488,2976,159626/425,375.59058823529409
S1489,2978,2218610/2977,745.25025193147462
S1490,2980,154702/331,467.3776435045317
S1491,2982,1499252/2981,502.93592754109358
S1492,2984,80490/157,512.67515923566884
S1493,2986,743514/995,747.25025125628144
S1494,2988,1248668/2987,418.03414797455639
S1495,2990,239224/427,560.24355971896955
S1496,2992,435340/997,436.64994984954865
S1497,2994,1742514/2993,582.19645840294015
S1498,2996,1466242/2995,489.56327212020034
S1499,2998,749500/999,750.25025025025025
S1500,3000,1005616/2999,335.31710570190063
S1501,3002,2116910/3001,705.40153282239248
S1502,3004,43404/77,563.68831168831173
S1503,3006,1694108/3005,563.76306156405985
S1504,3008,1480336/3007,492.2966411706019
S1505,3010,544910/1003,543.28015952143573
S1506,3012,1320782/3011,438.65227499169708
S1507,3014,2071276/3013,687.44639893793567
S1508,3016,469022/1005,466.68855721393032
S1509,3018,252938/431,586.86310904872391
S1510,3020,1430032/3019,473.6773766147731
S1511,3022,761544/1007,756.25024826216486
S1512,3024,1014426/3023,335.56930201786304
S1513,3026,2141434/3025,707.91206611570249
S1514,3028,573302/1009,568.18830525272551
S1515,3030,114452/233,491.21030042918454
S1516,3032,1578924/3031,520.92510722533814
S1517,3034,730162/1011,722.21760633036592
S1518,3036,1184852/3035,390.39604612850081
S1519,3038,1959068/3037,645.06684227856442
S1520,3040,411584/1013,406.30207305034548
S1521,3042,1620822/3041,532.98980598487344
S1522,3044,1738126/3043,571.18830101873152
S1523,3046,773684/1015,762.25024630541873
S1524,3048,112298/277,405.40794223826714
S1525,3050,1910430/3049,626.57592653328959
S1526,3052,507256/1017,498.77679449360863
S1527,3054,1813064/3053,593.86308548968225
S1528,3056,1563568/3055,511.80621931260231
S1529,3058,710790/1019,697.53680078508341
S1530,3060,150314/437,343.96796338672766
S1531,3062,2345492/3061,766.25024501796804
S1532,3064,537480/1021,526.42507345739466
S1533,3066,1585422/3065,517.26655791190865
S1534,3068,1615300/3067,526.67101402021524
S1535,3070,658624/1023,643.81622678396877
S1536,3072,1226412/3071,399.35265385867797
S1537,3074,2244514/3073,730.39830784249921
S1538,3076,591618/1025,577.18829268292689
S1539,3078,1690980/3077,549.55476113097177
S1540,3080,1105642/3079,359.09126339720689
S1541,3082,57578/79,728.83544303797464
S1542,3084,1384736/3083,449.15212455400587
S1543,3086,2382392/3085,772.25024311183142
S1544,3088,1596538/3087,517.18108195659215
S1545,3090,1547618/3089,501.00938815150533
S1546,3092,1793362/3091,580.18828857974768
S1547,3094,615372/1031,596.8690591658584
S1548,3096,1215592/3095,392.75993537964456
S1549,3098,2400950/3097,775.25024216984173
S1550,3100,486084/1033,470.55566311713454
S1551,3102,240536/443,542.97065462753949
S1552,3104,1595626/3103,514.22043184015467
S1553,3106,804454/1035,777.25024154589369
S1554,3108,1206806/3107,388.4151915030576
S1555,3110,2027740/3109,652.21614667095525
S1556,3112,554458/1037,534.67502410800387
S1557,3114,1818290/3113,584.09572759396076
S1558,3116,241672/445,543.08314606741578
S1559,3118,810680/1039,780.25024061597685
S1560,3120,995516/3119,319.17794164796408
S1561,3122,2131922/3121,683.08939442486383
S1562,3124,184274/347,531.04899135446681
S1563,3126,1899572/3125,607.86303999999996
S1564,3128,1525648/3127,487.89510713143591
S1565,3130,97806/149,656.41610738255031
S1566,3132,1337264/3131,427.1044394762057
S1567,3134,2457056/3133,784.2502393871689
S1568,3136,130738/285,458.72982456140352
S1569,3138,1914186/3137,610.19636595473378
S1570,3140,1546198/3139,492.57661675692896
S1571,3142,823204/1047,786.25023877745946
S1572,3144,187790/449,418.24053452115811
S1573,3146,2110242/3145,670.98314785373611
S1574,3148,619632/1049,590.6882745471878
S1575,3150,1369732/3149,434.97364242616703
S1576,3152,1663510/3151,527.93081561409076
S1577,3154,779318/1051,741.5014272121789
S1578,3156,1450202/3155,459.65198098256735
S1579,3158,2494820/3157,790.25023756731071
S1580,3160,475604/1053,451.66571699905035
S1581,3162,1782302/3161,563.84118949699462
S1582,3164,1635916/3163,517.20392032880181
S1583,3166,835824/1055,792.25023696682467
S1584,3168,1161008/3167,366.59551626144616
S1585,3170,2106802/3169,664.81603029346797
S1586,3172,82262/151,544.78145695364242
S1587,3174,1880440/3173,592.63788213047587
S1588,3176,1732518/3175,545.67496062992132
S1589,3178,736402/1059,695.37488196411709
S1590,3180,1219016/3179,383.45894935514315
S1591,3182,2411912/3181,758.22445771769878
S1592,3184,1697512/3183,533.3056864593151
S1593,3186,267938/455,588.87472527472528
S1594,3188,1906426/3187,598.18826482585507
S1595,3190,632764/1063,595.26246472248351
S1596,3192,1138864/3191,356.89877781259793
S1597,3194,2552006/3193,799.25023488881925
S1598,3196,197188/355,555.45915492957749
S1599,3198,1806656/3197,565.10979042852671
S1600,3200,1426050/3199,445.77993122850893
S1601,3202,854934/1067,801.25023430178067
S1602,3204,1436642/3203,448.53012800499533
S1603,3206,2248364/3205,701.51762870514824
S1604,3208,589206/1069,551.17492984097282
S1605,3210,1670630/3209,520.60766593954509
S1606,3212,1753792/3211,546.18249766427903
S1607,3214,861352/1071,804.25023342670397
S1608,3216,1334538/3215,415.09735614307931
S1609,3218,2590490/3217,805.2502331364625
S1610,3220,458894/1073,427.67381174277727
S1611,3222,1946864/3221,604.42843837317605
S1612,3224,146460/293,499.86348122866895
S1613,3226,867794/1075,807.25023255813949
S1614,3228,216740/461,470.15184381778744
S1615,3230,1969648/3229,609.98699287705176
S1616,3232,192278/359,535.59331476323121
S1617,3234,1635710/3233,505.94184967522426
S1618,3236,1964254/3235,607.18825347758889
S1619,3238,874260/1079,810.25023169601479
S1620,3240,1139990/3239,351.9573942574869
S1621,3242,2629262/3241,811.25023141005863
S1622,3244,657992/1081,608.68825161887139
S1623,3246,2048232/3245,631.19630200308166
S1624,3248,1506484/3247,463.96181090237144
S1625,3250,2047546/3249,630.20806401969833
S1626,3252,1539842/3251,473.65179944632422
S1627,3254,2648756/3253,814.25023055640952
S1628,3256,17536/35,501.02857142857141
S1629,3258,1990698/3257,611.20601780779862
S1630,3260,1666900/3259,511.4759128567045
S1631,3262,775904/1087,713.80312787488504
S1632,3264,100652/251,401.00398406374501
S1633,3266,2523562/3265,772.9133231240429
S1634,3268,620890/1089,570.14692378328743
S1635,3270,247700/467,530.40685224839399
S1636,3272,1838874/3271,562.17487007031491
S1637,3274,893802/1091,819.25022914757108
S1638,3276,1238708/3275,378.23145038167939
S1639,3278,2451160/3277,747.98901434238633
S1640,3280,495034/1093,452.91308325709059
S1641,3282,2093922/3281,638.19628162145682
S1642,3284,2022946/3283,616.18824246116355
S1643,3286,856684/1095,782.35981735159817
S1644,3288,1438028/3287,437.48950410708852
S1645,3290,1956478/3289,594.85497111584073
S1646,3292,677604/1097,617.68824065633544
S1647,3294,2005860/3293,609.1284542969936
S1648,3296,1799992/3295,546.27981790591809
S1649,3298,121226/157,772.14012738853501
S1650,3300,1217750/3299,369.12700818429829
S1651,3302,2515772/3301,762.12420478642832
S1652,3304,540794/1101,491.18437783832877
S1653,3306,1955318/3305,591.62420574886539
S1654,3308,2052616/3307,620.68823707287572
S1655,3310,765720/1103,694.21577515865818
S1656,3312,31004/77,402.64935064935065
S1657,3314,2747306/3313,829.25022638092366
S1658,3316,52886/85,622.1882352941177
S1659,3318,1858380/3317,560.25927042508295
S1660,3320,1575736/3319,474.76227779451642
S1661,3322,839194/1107,758.07949412827463
S1662,3324,1608836/3323,484.15167017755039
S1663,3326,2767232/3325,832.25022556390979
S1664,3328,572746/1109,516.45266005410281
S1665,3330,1710902/3329,513.93872033643731
S1666,3332,1724050/3331,517.57730411287901
S1667,3334,926852/1111,834.25022502250226
S1668,3336,1480426/3335,443.90584707646178
S1669,3338,2787230/3337,835.25022475277194
S1670,3340,27776/53,524.07547169811323
S1671,3342,2171192/3341,649.86291529482196
S1672,3344,1640482/3343,490.72150762787913
S1673,3346,816438/1115,732.23139013452919
S1674,3348,1531118/3347,457.45981475948611
S1675,3350,2307732/3349,689.08091967751568
S1676,3352,643308/1117,575.92479856759178
S1677,3354,284178/479,593.27348643006258
S1678,3356,2112604/3355,629.68822652757081
S1679,3358,889552/1119,794.95263628239502
S1680,3360,1084250/3359,322.78952069068174
S1681,3362,2761842/3361,821.73222255281166
S1682,3364,684826/1121,610.90633363068685
S1683,3366,1851848/3365,550.32630014858842
S1684,3368,1948398/3367,578.67478467478463
S1685,3370,793754/1123,706.81567230632231
S1686,3372,1655672/3371,491.1515870661525
S1687,3374,2490536/3373,738.37414764304776
S1688,3376,1908748/3375,565.55496296296292
S1689,3378,2218226/3377,656.86289606159312
S1690,3380,1674202/3379,495.47262503699318
S1691,3382,18300/23,795.6521739130435
S1692,3384,1454756/3383,430.0195093112622
S1693,3386,2867942/3385,847.25022156573118
S1694,3388,578232/1129,512.162976085031
S1695,3390,1863968/3389,550.00531130126876
S1696,3392,1886422/3391,556.30256561486283
S1697,3394,960502/1131,849.25022104332447
S1698,3396,239906/485,494.65154639175256
S1699,3398,2888300/3397,850.25022078304391
S1700,3400,47514/103,461.30097087378641
S1701,3402,1907742/3401,560.93560717436048
S1702,3404,2030896/3403,596.79576843961206
S1703,3406,892424/1135,786.27665198237889
S1704,3408,1499678/3407,440.17552098620484
S1705,3410,310510/487,637.59753593429161
S1706,3412,727894/1137,640.18821459982405
S1707,3414,2265764/3413,663.86287723410487
S1708,3416,1735068/3415,508.07262079062957
S1709,3418,974130/1139,855.25021949078143
S1710,3420,1321568/3419,386.53641415618603
S1711,3422,2786320/3421,814.47529961999419
S1712,3424,647692/1141,567.65293602103418
S1713,3426,2281722/3425,666.196204379562
S1714,3428,2204206/3427,643.18821126349576
S1715,3430,721744/1143,631.44706911636047
S1716,3432,1345310/3431,392.10434275721366
S1717,3434,2761006/3433,804.25458782406054
S1718,3436,738168/1145,644.6882096069869
S1719,3438,2217188/3437,645.09397730578996
S1720,3440,1635160/3439,475.47542890375109
S1721,3442,987854/1147,861.25021795989539
S1722,3444,1485266/3443,431.38716235840837
S1723,3446,2970452/3445,862.25021770682145
S1724,3448,680696/1149,592.42471714534372
S1725,3450,1852478/3449,537.10582777616696
S1726,3452,2235172/3451,647.68820631700953
S1727,3454,907392/1151,788.35099913119029
S1728,3456,1497312/3455,433.37539797395078
S1729,3458,2319050/3457,670.82730691350878
S1730,3460,626050/1153,542.97484822202944
S1731,3462,2329932/3461,673.19618607338919
S1732,3464,2061090/3463,595.17470401386083
S1733,3466,1001674/1155,867.2502164502165
S1734,3468,1659968/3467,478.79088549177965
S1735,3470,2524792/3469,727.81550879215911
S1736,3472,1724890/3471,496.94324402189568
S1737,3474,2263950/3473,651.87158076590845
S1738,3476,2055754/3475,591.5838848920863
S1739,3478,962252/1159,830.24331320103533
S1740,3480,26900/71,378.87323943661971
S1741,3482,3032822/3481,871.25021545532888
S1742,3484,695572/1161,599.11455641688201
S1743,3486,2052392/3485,588.92166427546624
S1744,3488,2016670/3487,578.33954688844278
S1745,3490,851334/1163,732.01547721410145
S1746,3492,1707770/3491,489.19220853623602
S1747,3494,3053756/3493,874.25021471514458
S1748,3496,638802/1165,548.3278969957081
S1749,3498,2145686/3497,613.57906777237633
S1750,3500,1683208/3499,481.05401543298086
S1751,3502,957304/1167,820.31191088260493
S1752,3504,1585860/3503,452.71481587210963
S1753,3506,3074762/3505,877.25021398002855
S1754,3508,769422/1169,658.18819503849443
S1755,3510,1806968/3509,514.95240809347388
S1756,3512,2118624/3511,603.42466533751065
S1757,3514,900602/1171,769.08795900939367
S1758,3516,94748/185,512.15135135135131
S1759,3518,3095840/3517,880.25021324992895
S1760,3520,177288/391,453.42199488491048
S1761,3522,344486/503,684.86282306163025
S1762,3524,179182/271,661.18819188191878
S1763,3526,989604/1175,842.21617021276597
S1764,3528,1413298/3527,400.70825063793592
S1765,3530,2612926/3529,740.41541513176537
S1766,3532,779984/1177,662.68819031435851
S1767,3534,2238864/3533,633.7005377865836
S1768,3536,263794/505,522.36435643564357
S1769,3538,993310/1179,842.50212044105172
S1770,3540,1513082/3539,427.54506922859565
S1771,3542,2423452/3541,684.39762778876025
S1772,3544,719140/1181,608.9246401354784
S1773,3546,2358938/3545,665.42679830747534
S1774,3548,2361196/3547,665.68818720045113
S1775,3550,864480/1183,730.75232459847848
S1776,3552,1599152/3551,450.33849619825401
S1777,3554,3159506/3553,889.25021108922033
S1778,3556,689314/1185,581.69957805907177
S1779,3558,2460956/3557,691.86280573517013
S1780,3560,1812982/3559,509.40769879179544
S1781,3562,976314/1187,822.50547598989044
S1782,3564,234608/509,460.91944990176819
S1783,3566,3180872/3565,892.25021037868157
S1784,3568,2132368/3567,597.8043173535184
S1785,3570,40214/83,484.50602409638554
S1786,3572,2229298/3571,624.27835340240824
S1787,3574,1065052/1191,894.25020990764062
S1788,3576,154696/325,475.98769230769233
S1789,3578,3202310/3577,895.25020967291027
S1790,3580,670316/1193,561.87426655490356
S1791,3582,2407164/3581,672.20441217536995
S1792,3584,1882296/3583,525.34077588612899
S1793,3586,978254/1195,818.62259414225946
S1794,3588,1675166/3587,467.01031502648453
S1795,3590,2702572/3589,753.01532460295346
S1796,3592,38882/63,617.17460317460313
S1797,3594,2511014/3593,698.86278875591427
S1798,3596,2274304/3595,632.62976356050069
S1799,3598,944232/1199,787.51626355296082
S1800,3600,22462/59,380.71186440677968
S1801,3602,3245402/3601,901.25020827547905
S1802,3604,753862/1201,627.69525395503751
S1803,3606,361116/515,701.19611650485433
S1804,3608,2007268/3607,556.49237593568057
S1805,3610,867838/1203,721.39484621778888
S1806,3612,1635332/3611,452.87510384934922
S1807,3614,3015344/3613,834.58178798782171
S1808,3616,722654/1205,599.71286307053947
S1809,3618,2422998/3617,669.89162289189937
S1810,3620,293746/517,568.17408123791097
S1811,3622,1093844/1207,906.25020712510354
S1812,3624,1747750/3623,482.40408501242064
S1813,3626,2804258/3625,773.58841379310343
S1814,3628,63304/93,680.68817204301081
S1815,3630,1976516/3629,544.64480573160654
S1816,3632,2209660/3631,608.55411732305151
S1817,3634,1042758/1211,861.07184145334429
S1818,3636,1852118/3635,509.52352132049521
S1819,3638,3100276/3637,852.42672532306847
S1820,3640,521040/1213,429.54657873042044
S1821,3642,2578542/3641,708.19609997253497
S1822,3644,2490676/3643,683.68816909140821
S1823,3646,1108384/1215,912.25020576131692
S1824,3648,234790/521,450.65259117082536
S1825,3650,2742546/3649,751.58838037818578
S1826,3652,756794/1217,621.85209531635167
S1827,3654,2136152/3653,584.76649329318366
S1828,3656,2295978/3655,628.17455540355672
S1829,3658,1063490/1219,872.42821985233797
S1830,3660,1618160/3659,442.24104946706751
S1831,3662,3354392/3661,916.25020486205949
S1832,3664,2248822/3663,613.92901992901989
S1833,3666,2380802/3665,649.60491132332879
S1834,3668,2200666/3667,600.12707935642209
S1835,3670,941484/1223,769.81520850367951
S1836,3672,1646312/3671,448.46417869790247
S1837,3674,3080926/3673,838.80370269534444
S1838,3676,844868/1225,689.68816326530612
S1839,3678,2629776/3677,715.19608376393796
S1840,3680,140332/283,495.87279151943466
S1841,3682,988894/1227,805.94458027709857
S1842,3684,1976486/3683,536.65109964702685
S1843,3686,47732/55,867.85454545454547
S1844,3688,778786/1229,633.67453213995122
S1845,3690,300830/527,570.83491461100573
S1846,3692,2345032/3691,635.33784882145756
S1847,3694,1137752/1231,924.25020308692115
S1848,3696,1440368/3695,389.81542625169146
S1849,3698,3344798/3697,904.73302677846902
S1850,3700,695726/1233,564.25466342254663
S1851,3702,2664212/3701,719.86273980005399
S1852,3704,2356680/3703,636.42452065892519
S1853,3706,82506/95,868.48421052631579
S1854,3708,1926488/3707,519.68923657944424
S1855,3710,2493280/3709,672.22431922351041
S1856,3712,741338/1237,599.30315278900571
S1857,3714,2681514/3713,722.19606786964721
S1858,3716,2590054/3715,697.1881561238223
S1859,3718,982516/1239,792.99112187247783
S1860,3720,1509146/3719,405.79349287442864
S1861,3722,3465182/3721,931.25020155872073
S1862,3724,721884/1241,581.69540692989528
S1863,3726,2498672/3725,670.78442953020135
S1864,3728,2328178/3727,624.67883015830432
S1865,3730,972542/1243,782.41512469831059
S1866,3732,289766/533,543.65103189493436
S1867,3734,3487556/3733,934.25020091079557
S1868,3736,799196/1245,641.92449799196788
S1869,3738,2361470/3737,631.91597538132191
S1870,3740,1912828/3739,511.58812516715699
S1871,3742,1167504/1247,936.25020048115482
S1872,3744,86390/197,438.52791878172587
S1873,3746,3510002/3745,937.25020026702271
S1874,3748,878282/1249,703.18815052041634
S1875,3750,2282396/3749,608.80128034142433
S1876,3752,190530/341,558.73900293255133
S1877,3754,1175002/1251,939.25019984012795
S1878,3756,2054552/3755,547.15099866844207
S1879,3758,3532520/3757,940.25019962736224
S1880,3760,93188/179,520.60335195530729
S1881,3762,2326214/3761,618.50943897899492
S1882,3764,2657386/3763,706.18814775445128
S1883,3766,1034588/1255,824.37290836653392
S1884,3768,1889728/3767,501.65330501725509
S1885,3770,2684230/3769,712.18625630140616
S1886,3772,277748/419,662.88305489260142
S1887,3774,52064/77,676.15584415584419
S1888,3776,2341684/3775,620.31364238410595
S1889,3778,1190070/1259,945.25019857029383
S1890,3780,1485602/3779,393.12040222281024
S1891,3782,179588/199,902.45226130653271
S1892,3784,56670/97,584.2268041237113
S1893,3786,2786502/3785,736.19603698811102
S1894,3788,2691376/3787,710.68814364932666
S1895,3790,1004104/1263,795.01504354711005
S1896,3792,1858854/3791,490.33342126088104
S1897,3794,3150146/3793,830.51568679145794
S1898,3796,826614/1265,653.44980237154152
S1899,3798,2706768/3797,712.8701606531472
S1900,3800,1969532/3799,518.43432482232163
S1901,3802,1205234/1267,951.2501973164957
S1902,3804,2107436/3803,554.15093347357345
S1903,3806,3306832/3805,869.07542706964523
S1904,3808,74488/141,528.28368794326241
S1905,3810,181250/293,618.60068259385662
S1906,3812,2725582/3811,715.18813959590659
S1907,3814,1212852/1271,954.25019669551534
S1908,3816,1853762/3815,485.91402359108781
S1909,3818,3454966/3817,905.1522137804559
S1910,3820,763384/1273,599.67321288295364
S1911,3822,2312820/3821,605.29180842711332
S1912,3824,2449792/3823,640.80355741564222
S1913,3826,1220494/1275,957.25019607843137
S1914,3828,1898930/3827,496.19284034491767
S1915,3830,439468/547,803.41499085923215
S1916,3832,840808/1277,658.42443226311673
S1917,3834,2722970/3833,710.40177406731016
S1918,3836,2407492/3835,627.76844850065186
S1919,3838,1156160/1279,903.95621579358874
S1920,3840,146320/349,419.25501432664754
S1921,3842,3459202/3841,900.59932309294459
S1922,3844,895942/1281,699.40827478532401
S1923,3846,2875532/3845,747.86267880364107
S1924,3848,2305938/3847,599.4120093579412
S1925,3850,830194/1283,647.07248636009354
S1926,3852,2079620/3851,540.02077382498055
S1927,3854,3553336/3853,922.22579807941861
S1928,3856,2491018/3855,646.17846952010382
S1929,3858,413358/551,750.19600725952819
S1930,3860,2338450/3859,605.97305001295672
S1931,3862,1243564/1287,966.25019425019423
S1932,3864,1682540/3863,435.55267926482009
S1933,3866,3738422/3865,967.25019404915918
