GroupName, GroupOrder, AvgElementOrder, isElemAbel2
(((C8 x C2) : C2) : C2) : C2, 128, 591/128, true
(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2, 128, 607/128, true
(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2, 128, 607/128, true
(((C8 x C2) : C2) : C2) : C2, 128, 591/128, true
(((C8 x C2) : C2) : C2) : C2, 128, 591/128, true
((C4 : Q8) : C2) : C2, 128, 607/128, true
((C4 : Q8) : C2) : C2, 128, 607/128, true
((C4 : Q8) : C2) : C2, 128, 607/128, true
(((C8 x C2) : C2) : C2) : C2, 128, 591/128, true
((C4 : Q8) : C2) : C2, 128, 607/128, true
((C4 : Q8) : C2) : C2, 128, 607/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 559/128, true
((C4 : Q8) : C2) : C2, 128, 591/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 575/128, true
(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2, 128, 607/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 591/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 575/128, true
((C4 : Q8) : C2) : C2, 128, 607/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 559/128, true
(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2, 128, 591/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 591/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 575/128, true
((C4 : Q8) : C2) : C2, 128, 607/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 559/128, true
(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2, 128, 591/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 591/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 591/128, true
(C2 x (C8 : (C2 x C2))) : C2, 128, 535/128, true
(C2 x (C8 : (C2 x C2))) : C2, 128, 551/128, true
(C2 x ((C2 x Q8) : C2)) : C2, 128, 583/128, true
(C2 x (C8 : (C2 x C2))) : C2, 128, 567/128, true
(C2 x (C8 : (C2 x C2))) : C2, 128, 551/128, true
(C2 x ((C2 x Q8) : C2)) : C2, 128, 583/128, true
(C2 x ((C2 x Q8) : C2)) : C2, 128, 599/128, true
(C2 x ((C2 x Q8) : C2)) : C2, 128, 567/128, true
(C2 x (C8 : (C2 x C2))) : C2, 128, 551/128, true
(C2 x (C8 : (C2 x C2))) : C2, 128, 551/128, true
(C2 x (C8 : (C2 x C2))) : C2, 128, 535/128, true
(C2 x ((C2 x Q8) : C2)) : C2, 128, 567/128, true
(C2 x ((C2 x Q8) : C2)) : C2, 128, 599/128, true
(C2 x ((C2 x Q8) : C2)) : C2, 128, 583/128, true
(C2 x ((C2 x Q8) : C2)) : C2, 128, 583/128, true
D8 x D16, 128, 519/128, true
(C2 x ((C8 x C2) : C2)) : C2, 128, 551/128, true
D8 x QD16, 128, 567/128, true
(C2 x ((C8 x C2) : C2)) : C2, 128, 567/128, true
(C2 x ((C8 x C2) : C2)) : C2, 128, 583/128, true
(C2 x ((C8 x C2) : C2)) : C2, 128, 567/128, true
(C2 x ((C8 x C2) : C2)) : C2, 128, 583/128, true
(C2 x ((C8 x C2) : C2)) : C2, 128, 551/128, true
((C8 : (C2 x C2)) : C2) : C2, 128, 599/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 551/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 567/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 583/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 567/128, true
((Q8 : C4) : C2) : C2, 128, 599/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 599/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 583/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 599/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 583/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 583/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 567/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 567/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 583/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 583/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 567/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 567/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 583/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 599/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 583/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 599/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 599/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 583/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 551/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 567/128, true
((Q8 : C4) : C2) : C2, 128, 599/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 583/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 567/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 583/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 567/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 551/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 583/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 599/128, true
((Q8 : C4) : C2) : C2, 128, 599/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 583/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 599/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 567/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 583/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 583/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 599/128, true
((C8 : C4) : C2) : C2, 128, 599/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 583/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 599/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 583/128, true
((C8 : C4) : C2) : C2, 128, 599/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 583/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 599/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 583/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 599/128, true
((C8 : C4) : C2) : C2, 128, 599/128, true
((C8 : C4) : C2) : C2, 128, 599/128, true
(((C2 x Q8) : C2) : C2) : C2, 128, 599/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 583/128, true
(((C4 x C2 x C2) : C2) : C2) : C2, 128, 583/128, true
((C8 : C4) : C2) : C2, 128, 599/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 567/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 599/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 583/128, true
(((C8 x C2) : C2) : C2) : C2, 128, 583/128, true
((Q8 : C4) : C2) : C2, 128, 599/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 567/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 599/128, true
(((C8 x C2) : C2) : C2) : C2, 128, 583/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 583/128, true
(C4 x QD16) : C2, 128, 599/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 583/128, true
((Q8 : C4) : C2) : C2, 128, 599/128, true
((C4 : Q8) : C2) : C2, 128, 599/128, true
Q8 x D16, 128, 599/128, true
(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2, 128, 599/128, true
(Q8 x D8) : C2, 128, 599/128, true
((C4 : Q8) : C2) : C2, 128, 599/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 535/128, true
(Q8 : Q8) : C2, 128, 583/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 599/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 583/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 567/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 567/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 551/128, true
(Q8 : Q8) : C2, 128, 599/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 583/128, true
((C4 : Q8) : C2) : C2, 128, 599/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 567/128, true
C4 x C4 x C2 x C2 x C2, 128, 447/128, true
C2 x C2 x C2 x ((C4 x C2) : C2), 128, 383/128, true
C2 x C2 x C2 x (C4 : C4), 128, 447/128, true
C2 x C2 x ((C4 x C4) : C2), 128, 447/128, true
C2 x C2 x C4 x D8, 128, 415/128, true
C2 x C2 x C4 x Q8, 128, 479/128, true
C2 x C4 x ((C4 x C2) : C2), 128, 447/128, true
C2 x ((C2 x ((C4 x C2) : C2)) : C2), 128, 415/128, true
C2 x ((C4 x Q8) : C2), 128, 479/128, true
C2 x (((C4 x C4) : C2) : C2), 128, 447/128, true
(C4 x ((C4 x C2) : C2)) : C2, 128, 447/128, true
C4 x ((C2 x C2 x C2) : (C2 x C2)), 128, 431/128, true
C4 x ((C2 x Q8) : C2), 128, 463/128, true
C2 x C2 x ((C2 x C2 x C2 x C2) : C2), 128, 351/128, true
C2 x C2 x ((C4 x C2 x C2) : C2), 128, 383/128, true
C2 x C2 x ((C2 x Q8) : C2), 128, 447/128, true
C2 x C2 x ((C4 x C2 x C2) : C2), 128, 415/128, true
C2 x ((C2 x ((C4 x C2) : C2)) : C2), 128, 415/128, true
C2 x C2 x ((C4 x C4) : C2), 128, 415/128, true
C2 x C2 x ((C2 x C2) . (C2 x C2 x C2)), 128, 479/128, true
C2 x C2 x ((C4 x C4) : C2), 128, 447/128, true
C2 x (((C4 x C4) : C2) : C2), 128, 447/128, true
C2 x C2 x ((C4 x C4) : C2), 128, 351/128, true
C2 x C2 x (C4 : Q8), 128, 479/128, true
C2 x ((C2 x ((C4 x C2) : C2)) : C2), 128, 415/128, true
C2 x ((C4 x Q8) : C2), 128, 479/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 447/128, true
C2 x ((C2 x C2 x D8) : C2), 128, 383/128, true
C2 x ((C2 x ((C4 x C2) : C2)) : C2), 128, 383/128, true
C2 x (((C4 x C4) : C2) : C2), 128, 447/128, true
C2 x ((C2 x ((C4 x C2) : C2)) : C2), 128, 415/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 415/128, true
C2 x ((C4 x D8) : C2), 128, 415/128, true
C2 x ((C4 x D8) : C2), 128, 447/128, true
C2 x ((C4 x D8) : C2), 128, 415/128, true
C2 x ((C4 x Q8) : C2), 128, 479/128, true
C2 x ((C4 x D8) : C2), 128, 447/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 447/128, true
C2 x (((C2 x Q8) : C2) : C2), 128, 447/128, true
C2 x ((C4 : Q8) : C2), 128, 479/128, true
((C4 x Q8) : C2) : C2, 128, 479/128, true
((C4 x D8) : C2) : C2, 128, 431/128, true
((C4 x D8) : C2) : C2, 128, 431/128, true
((C4 x D8) : C2) : C2, 128, 463/128, true
C2 x D8 x D8, 128, 367/128, true
C2 x ((C2 x ((C4 x C2) : C2)) : C2), 128, 399/128, true
C2 x ((C2 x ((C4 x C2) : C2)) : C2), 128, 431/128, true
C2 x ((C2 x ((C4 x C2) : C2)) : C2), 128, 431/128, true
C2 x Q8 x D8, 128, 463/128, true
C2 x ((C2 x ((C4 x C2) : C2)) : C2), 128, 399/128, true
((C4 x C2) : C2) x D8, 128, 415/128, true
C2 x (((C4 x C4) : C2) : C2), 128, 431/128, true
C2 x (((C4 x C4) : C2) : C2), 128, 463/128, true
C2 x (((C4 x C4) : C2) : C2), 128, 431/128, true
C2 x ((C2 x (C4 : C4)) : C2), 128, 463/128, true
C2 x (((C4 x C4) : C2) : C2), 128, 431/128, true
C2 x (((C4 x C4) : C2) : C2), 128, 463/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 447/128, true
C2 x (Q8 : Q8), 128, 495/128, true
C2 x Q8 x Q8, 128, 495/128, true
((C4 x C2) : C2) x Q8, 128, 479/128, true
C2 x ((C4 x D8) : C2), 128, 431/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 447/128, true
((C4 x D8) : C2) : C2, 128, 431/128, true
((C4 x D8) : C2) : C2, 128, 463/128, true
((C4 x D8) : C2) : C2, 128, 431/128, true
(C2 x ((C2 x C2 x C2 x C2) : C2)) : C2, 128, 383/128, true
(C2 x ((C4 x C2 x C2) : C2)) : C2, 128, 415/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 447/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 415/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 399/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 431/128, true
((C4 x D8) : C2) : C2, 128, 415/128, true
((C4 x D8) : C2) : C2, 128, 447/128, true
((C4 x D8) : C2) : C2, 128, 447/128, true
((C4 x D8) : C2) : C2, 128, 447/128, true
((C4 x D8) : C2) : C2, 128, 431/128, true
((C4 x Q8) : C2) : C2, 128, 463/128, true
(C2 x ((C4 x C2 x C2) : C2)) : C2, 128, 399/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 431/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 383/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 447/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 415/128, true
(C2 x ((C2 x Q8) : C2)) : C2, 128, 463/128, true
(Q8 : Q8) : C2, 128, 495/128, true
((C4 : Q8) : C2) : C2, 128, 479/128, true
(((C2 x C2) . (C2 x C2 x C2)) : C2) : C2, 128, 479/128, true
((C4 x D8) : C2) : C2, 128, 431/128, true
((C4 x D8) : C2) : C2, 128, 431/128, true
((C4 x D8) : C2) : C2, 128, 463/128, true
((C4 x D8) : C2) : C2, 128, 415/128, true
((C4 x Q8) : C2) : C2, 128, 479/128, true
((C4 x D8) : C2) : C2, 128, 447/128, true
((C4 x D8) : C2) : C2, 128, 447/128, true
((C4 x D8) : C2) : C2, 128, 447/128, true
((C4 x D8) : C2) : C2, 128, 431/128, true
((C4 x D8) : C2) : C2, 128, 431/128, true
((C4 x D8) : C2) : C2, 128, 463/128, true
((C4 x D8) : C2) : C2, 128, 463/128, true
((C4 x D8) : C2) : C2, 128, 431/128, true
((C4 x Q8) : C2) : C2, 128, 463/128, true
((C4 x D8) : C2) : C2, 128, 415/128, true
((C4 x D8) : C2) : C2, 128, 447/128, true
((C4 x D8) : C2) : C2, 128, 447/128, true
((C4 x D8) : C2) : C2, 128, 447/128, true
((C4 x Q8) : C2) : C2, 128, 479/128, true
((C4 x D8) : C2) : C2, 128, 447/128, true
C2 x (((C4 x C2 x C2) : C2) : C2), 128, 399/128, true
C2 x (((C4 x C4) : C2) : C2), 128, 399/128, true
C2 x (((C4 x C2 x C2) : C2) : C2), 128, 431/128, true
C2 x ((C4 : Q8) : C2), 128, 463/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 431/128, true
C2 x ((C2 x C2) . (C2 x C2 x C2 x C2)), 128, 495/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 463/128, true
(D8 x D8) : C2, 128, 399/128, true
((C2 x C2 x D8) : C2) : C2, 128, 431/128, true
(D8 x D8) : C2, 128, 415/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 447/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 431/128, true
(D8 x D8) : C2, 128, 399/128, true
(Q8 x D8) : C2, 128, 463/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 431/128, true
((C2 x C2 x D8) : C2) : C2, 128, 431/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 447/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 415/128, true
(D8 x D8) : C2, 128, 399/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 463/128, true
((C2 x C2 x D8) : C2) : C2, 128, 431/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 415/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 447/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 431/128, true
(D8 x D8) : C2, 128, 399/128, true
(Q8 x D8) : C2, 128, 463/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 431/128, true
((C4 x D8) : C2) : C2, 128, 463/128, true
((C4 x D8) : C2) : C2, 128, 463/128, true
((C4 x D8) : C2) : C2, 128, 447/128, true
((C4 x Q8) : C2) : C2, 128, 479/128, true
(Q8 : Q8) : C2, 128, 495/128, true
((C4 x D8) : C2) : C2, 128, 463/128, true
((C2 x C2 x D8) : C2) : C2, 128, 415/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 447/128, true
((C2 x C2 x D8) : C2) : C2, 128, 431/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 447/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 431/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 479/128, true
((C2 x ((C4 x C2) : C2)) : C2) : C2, 128, 463/128, true
(((C4 x C4) : C2) : C2) : C2, 128, 463/128, true
((C4 x D8) : C2) : C2, 128, 447/128, true
((C4 x D8) : C2) : C2, 128, 447/128, true
((C4 x D8) : C2) : C2, 128, 447/128, true
C2 x C2 x C2 x D16, 128, 479/128, true
C2 x C2 x C2 x QD16, 128, 543/128, true
C2 x C2 x C2 x Q16, 128, 607/128, true
C2 x C2 x ((C8 x C2) : C2), 128, 543/128, true
C2 x C2 x (C8 : (C2 x C2)), 128, 511/128, true
C2 x C2 x ((C2 x Q8) : C2), 128, 575/128, true
C2 x (((C8 x C2) : C2) : C2), 128, 543/128, true
C2 x ((C2 x D16) : C2), 128, 511/128, true
C2 x ((C2 x QD16) : C2), 128, 543/128, true
C2 x ((C2 x Q16) : C2), 128, 575/128, true
(C2 x ((C8 x C2) : C2)) : C2, 128, 543/128, true
(C2 x (C8 : (C2 x C2))) : C2, 128, 527/128, true
(C2 x ((C2 x Q8) : C2)) : C2, 128, 559/128, true
C4 x C2 x C2 x C2 x C2 x C2, 128, 383/128, true
C2 x C2 x C2 x C2 x D8, 128, 319/128, true
C2 x C2 x C2 x C2 x Q8, 128, 447/128, true
C2 x C2 x C2 x ((C4 x C2) : C2), 128, 383/128, true
C2 x C2 x ((C2 x C2 x C2) : (C2 x C2)), 128, 351/128, true
C2 x C2 x ((C2 x Q8) : C2), 128, 415/128, true
C2 x ((C2 x ((C4 x C2) : C2)) : C2), 128, 383/128, true
(C2 x ((C2 x C2 x C2) : (C2 x C2))) : C2, 128, 367/128, true
(C2 x ((C2 x Q8) : C2)) : C2, 128, 399/128, true
C2 x C2 x C2 x C2 x C2 x C2 x C2, 128, 255/128, true
C3 x ((C4 x C4) : C3), 144, 673/144, true
(C3 x C3) : ((C4 x C2) : C2), 144, 221/48, true
(C3 x C3) : (C4 : C4), 144, 181/48, true
(C3 x A4) : C4, 144, 203/48, true
C4 x ((C3 x C3) : C4), 144, 671/144, true
(C3 x C3) : (C4 : C4), 144, 671/144, true
(C3 x C3) : ((C4 x C2) : C2), 144, 535/144, true
C2 x ((C6 x S3) : C2), 144, 655/144, true
D8 x ((C3 x C3) : C2), 144, 655/144, true
C2 x C2 x ((C3 x C3) : C4), 144, 221/48, true
C2 x ((C6 x C6) : C2), 144, 197/48, true
S3 x S4, 144, 649/144, true
A4 x A4, 144, 559/144, true
C2 x ((S3 x S3) : C2), 144, 197/48, true
C2 x ((C3 x C3) : Q8), 144, 181/48, true
C2 x ((C3 x A4) : C2), 144, 179/48, true
C2 x A4 x S3, 144, 73/16, true
C2 x C2 x ((C3 x C3) : C4), 144, 535/144, true
C2 x C2 x S3 x S3, 144, 583/144, true
C3 x ((C2 x C2 x C2 x C2) : C3), 144, 505/144, true
C2 x C2 x C2 x ((C3 x C3) : C2), 144, 173/48, true
(C7 x C7) : C3, 147, 631/147, true
(C7 x C7) : C3, 147, 631/147, true
(C5 x C5) : C6, 150, 207/50, true
C5 : ((C2 x C2 x C2) : C4), 160, 151/32, true
C2 x ((C10 x C2) : C4), 160, 143/32, true
((C2 x C2 x C2 x C2) : C5) : C2, 160, 631/160, true
C2 x C2 x C2 x (C5 : C4), 160, 143/32, true
((C9 x C3) : C3) : C2, 162, 727/162, true
((C9 x C3) : C3) : C2, 162, 727/162, true
C3 x ((C3 x C3) : C6), 162, 691/162, true
((C3 x C3) : C3) x S3, 162, 715/162, true
(C3 x ((C3 x C3) : C3)) : C2, 162, 619/162, true
C3 x (((C3 x C3) : C3) : C2), 162, 691/162, true
(C9 x C3 x C3) : C2, 162, 727/162, true
(C3 x ((C3 x C3) : C3)) : C2, 162, 619/162, true
C6 x ((C3 x C3) : C3), 162, 241/54, true
C3 x C3 x C3 x S3, 162, 715/162, true
C3 x C3 x ((C3 x C3) : C2), 162, 691/162, true
C3 x ((C3 x C3 x C3) : C2), 162, 619/162, true
(C3 x C3 x C3 x C3) : C2, 162, 403/162, true
C6 x C3 x C3 x C3, 162, 241/54, true
PSL(3,2), 168, 715/168, false
(C8 x C8) : C3, 192, 823/192, true
((C4 x C4) : C3) : C4, 192, 253/64, true
C2 x (((C4 x C2) : C4) : C3), 192, 895/192, true
((C2 x C2 x Q8) : C2) : C3, 192, 895/192, true
(((C4 x C2) : C4) : C2) : C3, 192, 895/192, true
(((C4 x C2) : C4) : C2) : C3, 192, 895/192, true
(((C2 x C2 x C2 x C2) : C2) : C2) : C3, 192, 871/192, true
C3 : ((C2 x C2 x D8) : C2), 192, 889/192, true
C3 : ((C2 x ((C4 x C2) : C2)) : C2), 192, 275/64, true
(((C2 x C2 x C2 x C2) : C2) : C3) : C2, 192, 237/64, true
(((C4 x C4) : C2) : C3) : C2, 192, 301/64, true
(C2 x (A4 : C4)) : C2, 192, 269/64, true
C2 x C2 x ((C4 x C4) : C3), 192, 895/192, true
C2 x (((C2 x C2 x C2 x C2) : C2) : C3), 192, 847/192, true
C2 x (((C4 x C4) : C2) : C3), 192, 895/192, true
C2 x (((C4 x C4) : C2) : C3), 192, 847/192, true
(((C2 x C2 x C2 x C2) : C2) : C2) : C3, 192, 871/192, true
(((C2 x C2 x C2 x C2) : C2) : C2) : C3, 192, 871/192, true
(C4 x C4 x C2 x C2) : C3, 192, 607/192, true
(((C2 x Q8) : C2) : C2) : C3, 192, 895/192, true
(((C2 x C2 x C2 x C2) : C2) : C2) : C3, 192, 583/192, true
(((C2 x C2 x C2 x C2) : C2) : C2) : C3, 192, 871/192, true
((C2 x C2) . (C2 x C2 x C2 x C2)) : C3, 192, 631/192, true
C2 x (C3 : ((C2 x C2 x C2 x C2) : C2)), 192, 905/192, true
((C2 x C2 x C2 x C2) : C2) x S3, 192, 291/64, true
C3 : (D8 x D8), 192, 299/64, true
((C4 x C4) : C2) x S3, 192, 291/64, true
C3 : (D8 x D8), 192, 299/64, true
C2 x (C3 : ((C2 x C2 x C2 x C2) : C2)), 192, 841/192, true
C2 x (C3 : ((C4 x C2 x C2) : C2)), 192, 889/192, true
D8 x ((C6 x C2) : C2), 192, 865/192, true
C2 x (C3 : ((C4 x C2 x C2) : C2)), 192, 889/192, true
C2 x (C3 : ((C4 x C4) : C2)), 192, 841/192, true
C3 : (((C2 x C2 x C2 x C2) : C2) : C2), 192, 889/192, true
C3 : (((C4 x C2 x C2) : C2) : C2), 192, 889/192, true
C2 x C2 x ((C6 x C2) : C4), 192, 275/64, true
C2 x (C3 : ((C2 x C2 x C2 x C2) : C2)), 192, 259/64, true
D8 x S4, 192, 847/192, true
((C2 x C2 x A4) : C2) : C2, 192, 895/192, true
C2 x C2 x (A4 : C4), 192, 269/64, true
C2 x ((C2 x C2 x A4) : C2), 192, 253/64, true
C2 . (((C2 x C2 x C2 x C2) : C3) : C2) = (((C2 x C2 x C2) : (C2 x C2)) : C3) . C2, 192, 253/64, true
(((C2 x C2 x C2) : (C2 x C2)) : C3) : C2, 192, 237/64, true
(((C2 x C2 x C2) : (C2 x C2)) : C3) : C2, 192, 301/64, true
((C2 x C2 x C2 x C2) : C3) : C4, 192, 245/64, true
C2 x ((C2 x C2 x Q8) : C3), 192, 895/192, true
C2 x (((C2 x C2 x C2) : (C2 x C2)) : C3), 192, 847/192, true
C2 x C2 x C2 x D24, 192, 857/192, true
C2 x C2 x D8 x S3, 192, 793/192, true
C2 x C2 x ((C4 x S3) : C2), 192, 889/192, true
C2 x (C3 : ((C2 x C2 x C2) : (C2 x C2))), 192, 841/192, true
C2 x (C3 : ((C2 x C2 x C2) : (C2 x C2))), 192, 905/192, true
((C2 x C2 x C2) : (C2 x C2)) x S3, 192, 291/64, true
C2 x C2 x C2 x C2 x (C3 : C4), 192, 275/64, true
C2 x C2 x C2 x ((C6 x C2) : C2), 192, 243/64, true
C2 x C2 x C2 x S4, 192, 237/64, true
C2 x (((C2 x C2 x C2 x C2) : C3) : C2), 192, 229/64, true
C2 x C2 x C2 x C2 x A4, 192, 871/192, true
C2 x C2 x ((C2 x C2 x C2 x C2) : C3), 192, 799/192, true
(C2 x C2 x C2 x C2 x C2 x C2) : C3, 192, 511/192, true
C2 x C2 x C2 x C2 x C2 x S3, 192, 211/64, true
C6 x C2 x C2 x C2 x C2 x C2, 192, 889/192, true
(C7 x C7) : C4, 196, 827/196, true
(C5 x C5) : Q8, 200, 771/200, true
C2 x ((C5 x C5) : C4), 200, 863/200, true
C2 x ((C5 x C5) : C4), 200, 863/200, true
